asset_ticker,asset_type,query_keyword,news_category,title,description,source,published_at,sentiment,confidence,prob_negative,prob_positive,url
HO,Company,CATEGORY_BUSINESS,business,"Guilty plea in $380 million Ponzi scheme, feds say - CBS News","A financial adviser in Georgia, Todd Burkhalter, has pleaded guilty in a Ponzi scheme that bilked more than 2,000 people out of $380 million, federal authorities say.",CBS News,2026-01-22T09:57:51Z,Negative,0.9640365242958069,0.9640365242958069,0.035963475704193115,https://www.cbsnews.com/news/ponzi-scheme-380-million-guilty-plea-todd-burkhalter/
SP500,Index,CATEGORY_BUSINESS,business,"Trump credit card plan would be a 'disaster', JP Morgan boss warns - BBC",Jamie Dimon said Donald Trump's interest rate cap proposal would restrict Americans' access to credit.,BBC News,2026-01-22T01:09:38Z,Negative,0.9644056558609009,0.9644056558609009,0.03559432178735733,https://www.bbc.com/news/articles/c3944lv2220o
SP500,Index,CATEGORY_BUSINESS,business,Intel Stock (INTC) Scores an Upgrade Ahead of Earnings on Server CPU Strength - TipRanks,"Intel (NASDAQ:INTC) is set to report its 4Q25 results on Thursday, with the earnings report shaping up as a key test of the company’s turnaround narrative. So far, the market",Tipranks.com,2026-01-22T01:09:31Z,Positive,0.9827299118041992,0.017270060256123543,0.9827299118041992,https://www.tipranks.com/news/intel-stock-intc-scores-an-upgrade-ahead-of-earnings-on-server-cpu-strength
SAN,Company,CATEGORY_BUSINESS,business,Boozman set to release GOP-only crypto draft - Politico,A spokesperson for the Senate Agriculture Chair said the lawmaker “appreciates the good-faith effort to reach a bipartisan compromise.”,Politico,2026-01-21T23:37:30Z,Positive,0.980541467666626,0.01945853978395462,0.980541467666626,https://www.politico.com/live-updates/2026/01/21/congress/boozman-expected-to-release-gop-only-crypto-draft-00740344
AIR,Company,CATEGORY_BUSINESS,business,Boozman set to release GOP-only crypto draft - Politico,A spokesperson for the Senate Agriculture Chair said the lawmaker “appreciates the good-faith effort to reach a bipartisan compromise.”,Politico,2026-01-21T23:37:30Z,Positive,0.980541467666626,0.01945853978395462,0.980541467666626,https://www.politico.com/live-updates/2026/01/21/congress/boozman-expected-to-release-gop-only-crypto-draft-00740344
SAN,Company,CATEGORY_BUSINESS,business,"mRNA cancer vaccine shows protection at 5-year follow-up, Moderna and Merck say - Ars Technica",The vaccines are tailor-made to target each patient's unique cancer.,Ars Technica,2026-01-21T22:51:26Z,Positive,0.9931348562240601,0.006865100469440222,0.9931348562240601,https://arstechnica.com/health/2026/01/mrna-cancer-vaccine-shows-protection-at-5-year-follow-up-moderna-and-merck-say/
HO,Company,CATEGORY_BUSINESS,business,"mRNA cancer vaccine shows protection at 5-year follow-up, Moderna and Merck say - Ars Technica",The vaccines are tailor-made to target each patient's unique cancer.,Ars Technica,2026-01-21T22:51:26Z,Positive,0.9931348562240601,0.006865100469440222,0.9931348562240601,https://arstechnica.com/health/2026/01/mrna-cancer-vaccine-shows-protection-at-5-year-follow-up-moderna-and-merck-say/
SP500,Index,CATEGORY_BUSINESS,business,Elizabeth Holmes asks Trump administration to commute her prison sentence - ABC News,,ABC News,2026-01-21T22:40:33Z,Positive,0.6071008443832397,0.39289915561676025,0.6071008443832397,https://abcnews.go.com/US/elizabeth-holmes-asks-trump-administration-commute-prison-sentence/story?id\\u003d129434633
HO,Company,CATEGORY_BUSINESS,business,Elizabeth Holmes asks Trump administration to commute her prison sentence - ABC News,,ABC News,2026-01-21T22:40:33Z,Positive,0.6071008443832397,0.39289915561676025,0.6071008443832397,https://abcnews.go.com/US/elizabeth-holmes-asks-trump-administration-commute-prison-sentence/story?id\\u003d129434633
TSLA,Company,CATEGORY_BUSINESS,business,Ryanair CEO dismisses Elon Musk’s idea of buying the airline as verbal feud escalates - AP News,"Ryanair's CEO Michael O'Leary is dismissing Elon Musk's idea of buying the airline and shrugging off his insults. The spat began when Ryanair ruled out installing Musk's Starlink Wi-Fi on its planes. O'Leary called Musk an ""idiot,"" while Musk labeled O'Leary …",Associated Press,2026-01-21T22:02:00Z,Negative,0.9795042872428894,0.9795042872428894,0.020495684817433357,https://apnews.com/article/elon-musk-ryanair-social-media-starlink-ireland-35efb37b2f31e49970c40bf306c6d9c0
AIR,Company,CATEGORY_BUSINESS,business,Ryanair CEO dismisses Elon Musk’s idea of buying the airline as verbal feud escalates - AP News,"Ryanair's CEO Michael O'Leary is dismissing Elon Musk's idea of buying the airline and shrugging off his insults. The spat began when Ryanair ruled out installing Musk's Starlink Wi-Fi on its planes. O'Leary called Musk an ""idiot,"" while Musk labeled O'Leary …",Associated Press,2026-01-21T22:02:00Z,Negative,0.9795042872428894,0.9795042872428894,0.020495684817433357,https://apnews.com/article/elon-musk-ryanair-social-media-starlink-ireland-35efb37b2f31e49970c40bf306c6d9c0
HO,Company,CATEGORY_BUSINESS,business,US Natural Gas Jumps Over 50% This Week as Freeze Takes Hold - Bloomberg,"US natural gas futures jumped more than 50% in two days, putting futures on track for their biggest weekly gain in more than three decades, as dangerously cold temperatures are set to take hold of a massive swath of the country.",Bloomberg,2026-01-21T21:15:14Z,Positive,0.9398549795150757,0.0601450651884079,0.9398549795150757,https://www.bloomberg.com/news/articles/2026-01-21/us-natural-gas-jumps-over-50-this-week-as-freeze-takes-hold
ENGI,Company,CATEGORY_BUSINESS,business,US Natural Gas Jumps Over 50% This Week as Freeze Takes Hold - Bloomberg,"US natural gas futures jumped more than 50% in two days, putting futures on track for their biggest weekly gain in more than three decades, as dangerously cold temperatures are set to take hold of a massive swath of the country.",Bloomberg,2026-01-21T21:15:14Z,Positive,0.9398549795150757,0.0601450651884079,0.9398549795150757,https://www.bloomberg.com/news/articles/2026-01-21/us-natural-gas-jumps-over-50-this-week-as-freeze-takes-hold
TTE,Company,CATEGORY_BUSINESS,business,US Natural Gas Jumps Over 50% This Week as Freeze Takes Hold - Bloomberg,"US natural gas futures jumped more than 50% in two days, putting futures on track for their biggest weekly gain in more than three decades, as dangerously cold temperatures are set to take hold of a massive swath of the country.",Bloomberg,2026-01-21T21:15:14Z,Positive,0.9398549795150757,0.0601450651884079,0.9398549795150757,https://www.bloomberg.com/news/articles/2026-01-21/us-natural-gas-jumps-over-50-this-week-as-freeze-takes-hold
TSLA,Company,CATEGORY_BUSINESS,business,AI Founder Daniel Nadler Is Twice As Rich After OpenEvidence Hits $12 Billion Valuation - Forbes,"Daniel Nadler, the 42-year-old CEO and cofounder of OpenEvidence, is now worth $7.6 billion as his AI search tool surges in popularity among U.S. doctors.",Forbes,2026-01-21T21:11:38Z,Positive,0.9217442274093628,0.07825582474470139,0.9217442274093628,https://www.forbes.com/sites/rashishrivastava/2026/01/21/openevidence-founder-doubles-his-wealth-as-medical-ai-startup-hits-12-billion-valuation/
SP500,Index,CATEGORY_BUSINESS,business,Trump pushes for lower rates and ban on investor home purchases in bid to make homes more affordable - AP News,"President Donald Trump’s plans for bringing homeownership within reach of more Americans involve pushing for lower interest rates on home loans and credit cards, and banning large institutional investors from buying single-family homes. Trump outlined four ho…",Associated Press,2026-01-21T20:51:00Z,Negative,0.9585570693016052,0.9585570693016052,0.04144298657774925,https://apnews.com/article/trump-housing-affordability-investors-davos-aa03b50c0603be5532fedc8f1fcfd97e
HO,Company,CATEGORY_BUSINESS,business,Trump pushes for lower rates and ban on investor home purchases in bid to make homes more affordable - AP News,"President Donald Trump’s plans for bringing homeownership within reach of more Americans involve pushing for lower interest rates on home loans and credit cards, and banning large institutional investors from buying single-family homes. Trump outlined four ho…",Associated Press,2026-01-21T20:51:00Z,Negative,0.9585570693016052,0.9585570693016052,0.04144298657774925,https://apnews.com/article/trump-housing-affordability-investors-davos-aa03b50c0603be5532fedc8f1fcfd97e
TSLA,Company,CATEGORY_BUSINESS,business,Cleveland faces salt shortage as monster storm approaches - cleveland.com,"Your residential street might stay snow-covered longer than usual as the cities prioritizes main roads, hills and other areas",cleveland.com,2026-01-21T20:03:00Z,Negative,0.943230390548706,0.943230390548706,0.05676967650651932,https://www.cleveland.com/news/2026/01/cleveland-reports-salt-shortage-amid-broader-northeast-ohio-supply-crunch.html
HO,Company,CATEGORY_BUSINESS,business,Cleveland faces salt shortage as monster storm approaches - cleveland.com,"Your residential street might stay snow-covered longer than usual as the cities prioritizes main roads, hills and other areas",cleveland.com,2026-01-21T20:03:00Z,Negative,0.943230390548706,0.943230390548706,0.05676967650651932,https://www.cleveland.com/news/2026/01/cleveland-reports-salt-shortage-amid-broader-northeast-ohio-supply-crunch.html
TSLA,Company,CATEGORY_BUSINESS,business,Tesla CEO Elon Musk outlines expectations for Cybercab production - Teslarati,,Teslarati,2026-01-21T19:41:58Z,Positive,0.9643486142158508,0.035651374608278275,0.9643486142158508,https://www.teslarati.com/tesla-ceo-elon-musk-outlines-expectations-cybercab-production/
GOLD,Commodity,CATEGORY_BUSINESS,business,Gold’s next surge will be driven by institutional demand - Sprott’s Ryan McIntyre - KITCO,"The Kitco News Team brings you the latest news, videos, analysis and opinions regarding Precious Metals, Crypto, Mining, World Markets and Global Economy.",Kitco NEWS,2026-01-21T19:19:02Z,Positive,0.7669160962104797,0.23308393359184265,0.7669160962104797,https://www.kitco.com/news/article/2026-01-21/golds-next-surge-will-be-driven-institutional-demand-sprotts-ryan-mcintyre
TSLA,Company,CATEGORY_BUSINESS,business,Canned Tuna Recalled in Several States Over Botulism Concerns - Real Simple,Canned tuna from Genova was recalled in several states over botulism concerns. This recall was initiated after previously recalled tuna cans were inadvertently distributed to grocery stores in multiple states.,Real Simple,2026-01-21T18:15:26Z,Negative,0.9651215672492981,0.9651215672492981,0.03487839549779892,https://www.realsimple.com/canned-tuna-recalled-in-several-states-over-botulism-concerns-11889700
TSLA,Company,CATEGORY_BUSINESS,business,"Volvo EX60 Revealed: 'An End To Range Anxiety', With Next-Generation Seat Belts - InsideEVs",Volvo's most important EV yet could be a major comeback story—and it's packed with tech that takes electric cars to the next level.,InsideEVs ,2026-01-21T17:39:24Z,Negative,0.9532700777053833,0.9532700777053833,0.04672995209693909,https://insideevs.com/news/785050/2027-volvo-ex60-revealed-details/
UNKNOWN,Unknown,CATEGORY_BUSINESS,business,"Google DeepMind CEO reiterates 'no plans' for Gemini ads, surprised ChatGPT added them 'so early' - 9to5Google","Google is doubling down on its commitment to keeping Gemini ad-free for the foreseeable future, as ChatGPT prepares to introduce...",9to5google.com,2026-01-21T17:01:00Z,Negative,0.9719395637512207,0.9719395637512207,0.028060493990778923,http://9to5google.com/2026/01/21/google-reiterates-gemini-wont-have-ads/
SP500,Index,CATEGORY_BUSINESS,business,Trump says the recent market sell-off was 'peanuts' and sees stocks doubling from here - Business Insider,"Trump told attendees at Davos that the sell-off this week was ""peanuts"" compared to how much the market had rallied in his term so far.",Business Insider,2026-01-21T17:00:00Z,Negative,0.9595849514007568,0.9595849514007568,0.04041508212685585,https://www.businessinsider.com/donald-trump-davos-stock-market-reaction-economy-tariffs-greeland-2026-1
HO,Company,CATEGORY_BUSINESS,business,Trump says the recent market sell-off was 'peanuts' and sees stocks doubling from here - Business Insider,"Trump told attendees at Davos that the sell-off this week was ""peanuts"" compared to how much the market had rallied in his term so far.",Business Insider,2026-01-21T17:00:00Z,Negative,0.9595849514007568,0.9595849514007568,0.04041508212685585,https://www.businessinsider.com/donald-trump-davos-stock-market-reaction-economy-tariffs-greeland-2026-1
TTE,Company,CATEGORY_BUSINESS,business,Trump says the recent market sell-off was 'peanuts' and sees stocks doubling from here - Business Insider,"Trump told attendees at Davos that the sell-off this week was ""peanuts"" compared to how much the market had rallied in his term so far.",Business Insider,2026-01-21T17:00:00Z,Negative,0.9595849514007568,0.9595849514007568,0.04041508212685585,https://www.businessinsider.com/donald-trump-davos-stock-market-reaction-economy-tariffs-greeland-2026-1
HO,Company,CATEGORY_BUSINESS,business,Warren Buffett’s Berkshire Hathaway predicts key real estate change - thestreet.com,The home services company makes a a major mortgage rate and housing market statement.,TheStreet,2026-01-21T15:43:03Z,Negative,0.5444070100784302,0.5444070100784302,0.4555929899215698,https://www.thestreet.com/real-estate/warren-buffetts-berkshire-hathaway-predicts-mortgage-rates-result
TTE,Company,CATEGORY_BUSINESS,business,Jamie Dimon tells Davos: ‘You didn’t do a particularly good job making the world a better place’ - Fortune,"JPMorgan CEO had some frank feedback for the people he called the ""Davos elite.""",Fortune,2026-01-21T15:33:00Z,Positive,0.6915425658226013,0.3084574043750763,0.6915425658226013,https://fortune.com/2026/01/21/jamie-dimon-davos-making-world-better-place/
TSLA,Company,CATEGORY_BUSINESS,business,"OpenAI aims to ship its first device in 2026, and it could be earbuds - TechCrunch","The AI startup is on track to announce its first hardware device in the second half of this year, OpenAI Chief Global Affairs Officer Chris Lehane said during an interview at Davos.",TechCrunch,2026-01-21T15:20:23Z,Positive,0.9851679801940918,0.0148319685831666,0.9851679801940918,https://techcrunch.com/2026/01/21/openai-aims-to-ship-its-first-device-in-2026-and-it-could-be-earbuds/
AIR,Company,CATEGORY_BUSINESS,business,"OpenAI aims to ship its first device in 2026, and it could be earbuds - TechCrunch","The AI startup is on track to announce its first hardware device in the second half of this year, OpenAI Chief Global Affairs Officer Chris Lehane said during an interview at Davos.",TechCrunch,2026-01-21T15:20:23Z,Positive,0.9851679801940918,0.0148319685831666,0.9851679801940918,https://techcrunch.com/2026/01/21/openai-aims-to-ship-its-first-device-in-2026-and-it-could-be-earbuds/
HO,Company,CATEGORY_BUSINESS,business,4 Arizona restaurants are among the nation’s top spots to eat in 2026 - phoenixnewtimes.com,Yelp ranked the 100 best restaurants around the country. These four Arizona spots made the cut.,Phoenix New Times,2026-01-21T15:00:24Z,Positive,0.967139720916748,0.03286028653383255,0.967139720916748,http://www.phoenixnewtimes.com/food-drink/arizona-restaurants-ranked-among-best-places-to-eat-in-u-s-40638130/
OIL,Commodity,CATEGORY_BUSINESS,business,4 Arizona restaurants are among the nation’s top spots to eat in 2026 - phoenixnewtimes.com,Yelp ranked the 100 best restaurants around the country. These four Arizona spots made the cut.,Phoenix New Times,2026-01-21T15:00:24Z,Positive,0.967139720916748,0.03286028653383255,0.967139720916748,http://www.phoenixnewtimes.com/food-drink/arizona-restaurants-ranked-among-best-places-to-eat-in-u-s-40638130/
HO,Company,CATEGORY_BUSINESS,business,NAR Pending Home Sales Report Shows 9.3% Decrease in December - nar.realtor,"Closing activity increased in December, but new listings did not keep pace, so inventory decreased. With few options listed for sale, consumer enthusiasm dampened, resulting in month-over-month declines in all regions.",Nar.realtor,2026-01-21T15:00:00Z,Negative,0.9487946033477783,0.9487946033477783,0.05120544880628586,https://www.nar.realtor/newsroom/nar-pending-home-sales-report-shows-9-3-decrease-in-december
HO,Company,CATEGORY_BUSINESS,business,How Two Rivals Undercut J&J's Beat And Big Guidance - Investor's Business Daily,"The company is an expert in electrophysiology, but two key rivals are making a dent in its sales.",Investor's Business Daily,2026-01-21T14:59:00Z,Negative,0.9172213077545166,0.9172213077545166,0.08277871459722519,https://www.investors.com/news/technology/johnson-and-johnson-stock-jnj-earnings-q4-2025/
HO,Company,CATEGORY_BUSINESS,business,"Netflix Stock Hits 52-Week Low, Analysts Cut Price Targets, See Warner Bros. Deal as a Drag - hollywoodreporter.com","Street reactions to the latest earnings update range from ""overall fundamentals of the business remain solid"" to ""trying to be Superman, but not immune to Kryptonite.”",Hollywood Reporter,2026-01-21T14:49:43Z,Negative,0.9666094779968262,0.9666094779968262,0.03339054062962532,http://www.hollywoodreporter.com/business/business-news/netflix-stock-low-analyst-price-target-cut-warner-bros-deal-1236480003/
TSLA,Company,CATEGORY_BUSINESS,business,‘It’s Now Happening’—Urgent $38 Trillion U.S. Dollar ‘Collapse’ Warning Issued As Markets Brace For Gold And Bitcoin Price Shocks - Forbes,"Traders are braced for this week’s inflation reading to be higher than previously expected—triggering warnings of ""unprecedented stagflation""...",Forbes,2026-01-21T13:48:00Z,Negative,0.9605975151062012,0.9605975151062012,0.039402469992637634,https://www.forbes.com/sites/digital-assets/2026/01/21/get-ready-us-dollar-collapse-warning-issued-as-markets-brace-for-gold-and-bitcoin-price-shocks/
HO,Company,CATEGORY_BUSINESS,business,‘It’s Now Happening’—Urgent $38 Trillion U.S. Dollar ‘Collapse’ Warning Issued As Markets Brace For Gold And Bitcoin Price Shocks - Forbes,"Traders are braced for this week’s inflation reading to be higher than previously expected—triggering warnings of ""unprecedented stagflation""...",Forbes,2026-01-21T13:48:00Z,Negative,0.9605975151062012,0.9605975151062012,0.039402469992637634,https://www.forbes.com/sites/digital-assets/2026/01/21/get-ready-us-dollar-collapse-warning-issued-as-markets-brace-for-gold-and-bitcoin-price-shocks/
GOLD,Commodity,CATEGORY_BUSINESS,business,‘It’s Now Happening’—Urgent $38 Trillion U.S. Dollar ‘Collapse’ Warning Issued As Markets Brace For Gold And Bitcoin Price Shocks - Forbes,"Traders are braced for this week’s inflation reading to be higher than previously expected—triggering warnings of ""unprecedented stagflation""...",Forbes,2026-01-21T13:48:00Z,Negative,0.9605975151062012,0.9605975151062012,0.039402469992637634,https://www.forbes.com/sites/digital-assets/2026/01/21/get-ready-us-dollar-collapse-warning-issued-as-markets-brace-for-gold-and-bitcoin-price-shocks/
HO,Company,CATEGORY_BUSINESS,business,BIG IDEAS 2026 - Ark Invest,The future doesn’t arrive all at once. Those who recognize it early have the opportunity to Own What’s Next. Download ARK's “Big Ideas 2026”.,Ark-invest.com,2026-01-21T13:05:54Z,Negative,0.6921303868293762,0.6921303868293762,0.307869553565979,https://www.ark-invest.com/big-ideas-2026
ENGI,Company,CATEGORY_BUSINESS,business,"Ford recalls some 119,000 vehicles due to engine block heater fire risk, NHTSA says - CBS News","Ford is recalling roughly 119,000 vehicles because their engine block heaters have a defect that increases the risk of fire, the National Highway Traffic Safety Administration says.",CBS News,2026-01-21T12:13:00Z,Negative,0.9512414932250977,0.9512414932250977,0.048758525401353836,https://www.cbsnews.com/news/ford-recalls-119000-vehicles-engine-block-heater-fire-risk-nhtsa/
UNKNOWN,Unknown,CATEGORY_BUSINESS,business,"Naperville, Illinois city council denies plan for Karis Critical data center on vacant Lucent campus off Warrenville Road - abc7chicago.com",The Naperville city council voted to deny a proposed data center in a late-night decision.,WLS-TV,2026-01-21T11:18:11Z,Negative,0.7718492150306702,0.7718492150306702,0.22815074026584625,https://abc7chicago.com/post/naperville-illinois-city-council-denies-plan-karis-critical-data-center-vacant-lucent-campus-off-warrenville-road/18442413/
HO,Company,CATEGORY_BUSINESS,business,"This Texas-Based Grocery Chain Is the Best in America, According to a New Report - Food & Wine","As grocery bills continue to strain household budgets, Americans are shopping with extra intention. That helps explain why H-E-B once again topped Dunnhumby’s Retailer Preference Index as the nation’s most preferred grocery store. Right now, shoppers are stic…",Food & Wine,2026-01-21T11:01:00Z,Negative,0.8826271891593933,0.8826271891593933,0.11737280339002609,https://www.foodandwine.com/heb-top-grocery-chain-in-america-dunnhumby-report-11887995
HO,Company,CATEGORY_BUSINESS,business,Deutsche Bank declares 'the honeymoon is over for AI' —‎ here's why - CNBC,"2026 will be its hardest year yet for artificial intelligence, according to analysts at the investment bank.",CNBC,2026-01-21T06:00:01Z,Negative,0.9609448909759521,0.9609448909759521,0.039055075496435165,https://www.cnbc.com/2026/01/21/-duetsche-bank-honeymoon-is-over-for-ai-explain-why.html
TTE,Company,CATEGORY_HEALTH,health,Not All Sitting Is Equal. One Type Was Just Linked to Better Brain Health. - ScienceAlert,"Excessive sitting isn't good for a person's physical or mental health, but there's a type of sedentary activity that may not shrink our brains or cost our cognition to the same extent.",ScienceAlert,2026-01-22T11:00:45Z,Negative,0.9268980622291565,0.9268980622291565,0.07310198992490768,https://www.sciencealert.com/not-all-sitting-is-equal-one-type-was-just-linked-to-better-brain-health
AAPL,Company,CATEGORY_HEALTH,health,"The 30-year high in US measles cases, in one chart - Axios","Why the U.S. is on track to lose its measles ""elimination status.""",Axios,2026-01-22T09:48:24Z,Negative,0.9618831276893616,0.9618831276893616,0.038116879761219025,https://www.axios.com/2026/01/22/measles-cases-us-status-chart
TSLA,Company,CATEGORY_HEALTH,health,Hyperemesis gravidarum pregnancy sickness made me seek sterilisation - BBC,Chloe booked an abortion because her sickness was so severe she could not look after herself.,BBC News,2026-01-22T06:08:15Z,Positive,0.5494852662086487,0.4505147635936737,0.5494852662086487,https://www.bbc.com/news/articles/c9wxvre2d4xo
TSLA,Company,CATEGORY_HEALTH,health,"I asked a physical therapist how to alleviate a sore back, and she recommended these three exercises to help restore balance between the hips, core, and upper back - Fit&Well","You might be overloading your spine, combat the effects with these simple moves",Fitandwell.com,2026-01-22T05:00:00Z,Positive,0.8505750894546509,0.1494249552488327,0.8505750894546509,https://www.fitandwell.com/exercise/flexibility/i-asked-a-physical-therapist-how-to-alleviate-a-sore-back-and-she-recommended-these-three-exercises-to-help-restore-balance-between-the-hips-core-and-upper-back
